Year,State_Abbreviation,State,Population,Violent_Crime,Homicide,Rape,Robbery,Aggravated_Assault,Property_Crime,Burglary
1994,NJ,New Jersey,7904000,48544,396,1972,22762,23414,319856,72074
1994,NM,New Mexico,1654000,14708,177,866,2329,11336,87638,21945
1994,NV,Nevada,1457000,14597,170,1001,5134,8292,82693,19735
1994,NY,New York,18169000,175433,2016,4700,86617,82100,745845,164650
1994,OH,Ohio,11102000,53930,662,5231,20821,27216,441380,96175
1994,OK,Oklahoma,3258000,21225,226,1616,4174,15209,160250,40764
1994,OR,Oregon,3086000,16067,150,1333,4264,10320,178240,33970
1994,PA,Pennsylvania,12052000,51425,712,3145,22497,25071,342901,66468
1994,RI,Rhode Island,997000,3744,41,273,870,2560,37323,9101
1994,SC,South Carolina,3664000,37756,353,1991,6817,28595,182114,46678
1994,SD,South Dakota,721000,1641,10,303,135,1193,20726,3938
1994,TN,Tennessee,5175000,38705,482,2545,10735,24943,226247,59080
1994,TX,Texas,18378000,129838,2022,9102,37643,81071,949387,214687
1994,UT,Utah,1908000,5810,56,806,1213,3735,95332,15089
1994,VA,Virginia,6552000,23437,571,1868,8704,12294,241763,41855
1994,VT,Vermont,580000,562,6,160,71,325,18290,4274
1994,WA,Washington,5343000,27317,294,3230,7464,16329,294734,55793
1994,WI,Wisconsin,5082000,13748,227,1192,5739,6590,186704,32824
1994,WV,West Virginia,1822000,3931,99,370,772,2690,42136,10673
1994,WY,Wyoming,476000,1297,16,160,79,1042,19122,3097
1995,AK,Alaska,604000,4656,55,485,937,3179,30097,5055
1995,AL,Alabama,4253000,26894,475,1350,7900,17169,179294,43586
1995,AR,Arkansas,2484000,13741,259,925,3122,9435,102780,24763
1995,AZ,Arizona,4218000,30095,439,1418,7329,20909,316355,59762
1995,CA,California,31589000,305154,3531,10554,104611,186458,1536830,353895
1995,CO,Colorado,3747000,16494,216,1480,3604,11194,185705,35001
1995,CT,Connecticut,3275000,13293,150,776,5345,7022,134188,29095
1995,DC,District of Columbia,554000,14744,360,292,6864,7228,52697,10185
1995,DE,Delaware,717000,5198,25,575,1425,3173,31790,6491
1995,FL,Florida,14166000,151711,1037,6887,42485,101302,939288,215657
1995,GA,Georgia,7201000,47317,683,2539,14777,29318,385005,76324
1995,HI,Hawaii,1187000,3509,56,336,1553,1564,81938,13832
1995,IA,Iowa,2842000,10071,51,619,1507,7894,106504,21527
1995,ID,Idaho,1163000,3745,48,330,279,3088,47444,9069
1995,IL,Illinois,11830000,117836,1221,4313,39139,73163,527572,108555
1995,IN,Indiana,5803000,30451,466,1930,7844,20211,238317,47676
1995,KS,Kansas,2565000,10792,159,938,2775,6920,114558,27404
1995,KY,Kentucky,3860000,14079,276,1231,4001,8571,115298,28389
1995,LA,Louisiana,4342000,43741,740,1855,11662,29484,246132,53481
1995,MA,Massachusetts,6074000,41739,217,1759,9137,30626,221971,49669
1995,MD,Maryland,5042000,49757,596,2130,21334,25697,267625,53320
1995,ME,Maine,1241000,1631,25,265,334,1007,39132,9015
1995,MI,Michigan,9549000,65680,808,5917,17885,41070,429223,86872
1995,MN,Minnesota,4610000,16416,182,2593,5702,7939,190911,36756
1995,MO,Missouri,5324000,35339,469,1711,10863,22296,237278,49649
1995,MS,Mississippi,2697000,13560,348,1054,3530,8628,108195,30505
1995,MT,Montana,870000,1491,35,231,253,972,40246,5060
1995,NC,North Carolina,7195000,46508,677,2320,12896,30615,359256,101995
1995,ND,North Dakota,641000,556,6,146,64,340,17817,2248
1995,NE,Nebraska,1637000,6253,48,317,1067,4821,68140,10344
1995,NH,New Hampshire,1148000,1314,21,333,314,646,29170,4806
1995,NJ,New Jersey,7945000,47652,409,1927,22486,22830,326056,69533
1995,NM,New Mexico,1685000,13804,148,954,2604,10098,94508,24383
1995,NV,Nevada,1530000,14461,163,937,4966,8395,86203,20235
1995,NY,New York,18136000,152683,1550,4290,72492,74351,674342,146562
1995,OH,Ohio,11151000,53799,600,4835,19931,28433,437424,93539
1995,OK,Oklahoma,3278000,21770,400,1461,3788,16121,161693,41694
1995,OR,Oregon,3141000,16408,129,1309,4332,10638,189765,34640
1995,PA,Pennsylvania,12072000,51586,755,3046,22858,24927,354623,67815
1995,RI,Rhode Island,990000,3643,33,267,914,2429,38378,9234
1995,SC,South Carolina,3673000,36067,292,1737,6461,27577,186656,46083
1995,SD,South Dakota,729000,1513,13,299,189,1012,20799,3942
1995,TN,Tennessee,5256000,40549,557,2477,11732,25783,241315,60086
1995,TX,Texas,18724000,124303,1693,8563,33667,80380,940033,202642
1995,UT,Utah,1951000,6415,76,834,1309,4196,112417,15623
1995,VA,Virginia,6618000,23921,503,1799,8718,12901,240084,39388
1995,VT,Vermont,585000,692,13,165,64,450,19395,4451
1995,WA,Washington,5431000,26300,275,3214,7209,15602,314213,59265
1995,WI,Wisconsin,5123000,14399,219,1194,5384,7602,184665,31416
1995,WV,West Virginia,1828000,3842,89,388,781,2584,41093,10329
1995,WY,Wyoming,480000,1220,10,165,86,959,19517,2938
1996,AK,Alaska,607000,4417,45,398,710,3264,28667,5118
1996,AL,Alabama,4273000,24159,444,1397,7124,15194,181803,42821
1996,AR,Arkansas,2510000,13161,219,1046,2864,9032,104790,23925
1996,AZ,Arizona,4428000,27963,377,1381,7429,18776,284964,55630
1996,CA,California,31878000,274996,2916,10244,94222,167614,1385135,312212
1996,CO,Colorado,3823000,15463,180,1765,3755,9763,180218,34436
1996,CT,Connecticut,3274000,13490,158,755,5552,7025,124924,27574
1996,DC,District of Columbia,543000,13411,397,260,6444,6310,51188,9828
1996,DE,Delaware,725000,4845,31,454,1304,3056,30643,5830
1996,FL,Florida,14400000,151350,1077,7508,41643,101122,928273,219056
1996,GA,Georgia,7353000,46966,630,2357,15100,28879,416986,81968
1996,HI,Hawaii,1184000,3322,40,326,1606,1350,74639,12781
1996,IA,Iowa,2852000,7771,53,561,1286,5871,96296,18954
1996,ID,Idaho,1189000,3177,43,313,241,2580,44532,8431
1996,IL,Illinois,11847000,105482,1179,4548,33106,66649,524777,108185
1996,IN,Indiana,5841000,31366,420,1992,7249,21705,231376,45782
1996,KS,Kansas,2572000,10642,170,1096,2476,6900,109772,25239
1996,KY,Kentucky,3884000,12448,228,1230,3643,7347,110531,26736
1996,LA,Louisiana,4351000,40426,762,1805,12036,25823,257130,56379
1996,MA,Massachusetts,6092000,39122,157,1767,7778,29420,194636,42896
1996,MD,Maryland,5072000,47230,588,1905,19944,24793,260231,50331
1996,ME,Maine,1243000,1553,25,260,292,976,40636,9303
1996,MI,Michigan,9594000,60951,722,5466,16907,37856,430020,85908
1996,MN,Minnesota,4658000,15782,167,2327,5385,7903,192109,35515
1996,MO,Missouri,5359000,31669,433,1566,9142,20528,240781,47919
1996,MS,Mississippi,2716000,13261,301,981,3646,8333,109581,30755
1996,MT,Montana,879000,1415,34,238,261,882,38084,4908
1996,NC,North Carolina,7323000,43068,619,2289,12001,28159,361616,98539
1996,ND,North Dakota,644000,541,14,155,71,301,16648,1991
1996,NE,Nebraska,1652000,7182,48,447,1052,5635,66110,10152
1996,NH,New Hampshire,1162000,1373,20,404,317,632,31436,5063
1996,NJ,New Jersey,7988000,42459,338,1976,18838,21307,303657,63259
1996,NM,New Mexico,1713000,14399,197,1088,2782,10332,98698,23586
1996,NV,Nevada,1603000,13005,220,856,4931,6998,83047,19558
1996,NY,New York,18185000,132206,1353,4174,61822,64857,619250,129828
1996,OH,Ohio,11173000,47896,538,4617,18336,24405,449935,93336
1996,OK,Oklahoma,3301000,19710,223,1545,3519,14423,166892,41447
1996,OR,Oregon,3204000,14837,129,1272,3914,9522,177295,31664
1996,PA,Pennsylvania,12056000,57905,686,3034,22784,31401,370851,71357
1996,RI,Rhode Island,990000,3437,25,287,824,2301,36099,8135
1996,SC,South Carolina,3699000,36875,332,1821,6361,28361,192986,47487
1996,SD,South Dakota,732000,1297,9,300,138,850,20443,4077
1996,TN,Tennessee,5320000,41175,503,2475,11902,26295,248729,61896
1996,TX,Texas,19128000,123270,1477,8376,32804,80613,968732,204390
1996,UT,Utah,2000000,6638,63,836,1377,4362,113079,16965
1996,VA,Virginia,6675000,22782,500,1783,8181,12318,242100,39255
1996,VT,Vermont,589000,714,11,159,91,453,16973,3964
1996,WA,Washington,5533000,23857,255,2828,6587,14187,303111,58512
1996,WI,Wisconsin,5160000,13039,204,1086,4982,6767,184143,30356
1996,WV,West Virginia,1826000,3836,69,358,737,2672,41510,9979
1996,WY,Wyoming,481000,1201,16,140,98,947,19261,3184
1997,AK,Alaska,609000,4270,54,403,648,3165,27840,4276
1997,AL,Alabama,4319000,24379,426,1396,6931,15626,186809,43786
1997,AR,Arkansas,2523000,13293,250,1098,2814,9131,105759,25568
1997,AZ,Arizona,4555000,28411,375,1492,7547,18997,299323,60077
1997,CA,California,32268000,257582,2579,10189,81468,163346,1312367,299240
1997,CO,Colorado,3893000,14139,157,1677,3242,9063,166902,30994
1997,CT,Connecticut,3270000,12781,124,740,4999,6918,117505,24143
1997,DC,District of Columbia,529000,10708,301,218,4501,5688,41341,6963
1997,DE,Delaware,732000,5753,22,428,1783,3520,36578,6421
1997,FL,Florida,14654000,149996,1012,7599,40459,100926,915613,213926
1997,GA,Georgia,7486000,45408,563,2328,15473,27044,388155,81320
1997,HI,Hawaii,1187000,3299,47,371,1403,1478,68193,12741
1997,IA,Iowa,2852000,8841,52,579,1593,6617,99986,22003
1997,ID,Idaho,1210000,3107,39,350,237,2481,44388,9175
1997,IL,Illinois,11896000,102476,1096,4415,33123,63842,509113,103550
1997,IN,Indiana,5864000,30179,430,1928,7763,20058,231723,48182
1997,KS,Kansas,2595000,11151,150,1179,2535,7287,122553,24292
1997,KY,Kentucky,3908000,12386,228,1304,3546,7308,109819,26638
1997,LA,Louisiana,4352000,37248,682,1799,10407,24360,243423,53935
1997,MA,Massachusetts,6118000,39411,119,1647,6676,30969,185437,40491
1997,MD,Maryland,5094000,43127,502,1814,17157,23654,244842,47918
1997,ME,Maine,1242000,1500,25,254,257,964,37396,8241
1997,MI,Michigan,9774000,57663,759,5070,14934,36900,422916,80726
1997,MN,Minnesota,4686000,15827,129,2446,5373,7879,191006,35265
1997,MO,Missouri,5402000,31192,426,1525,8430,20811,228889,46900
1997,MS,Mississippi,2731000,12808,358,1065,3741,7644,113644,32429
1997,MT,Montana,879000,1161,42,171,179,769,37592,5002
1997,NC,North Carolina,7425000,45071,614,2348,12817,29292,362672,100002
1997,ND,North Dakota,641000,559,6,159,41,353,16821,2300
1997,NE,Nebraska,1657000,7265,50,406,1097,5712,63717,9813
1997,NH,New Hampshire,1173000,1328,16,395,274,643,29635,4612
1997,NJ,New Jersey,8053000,39673,337,1729,16957,20650,287038,60894
1997,NM,New Mexico,1730000,14762,134,872,2966,10790,104721,25126
1997,NV,Nevada,1677000,13395,187,1005,5071,7132,88307,21975
1997,NY,New York,18137000,124890,1093,4075,56094,63628,584438,118306
1997,OH,Ohio,11186000,48706,523,4566,17755,25862,455799,94972
1997,OK,Oklahoma,3317000,18560,229,1517,3446,13368,163698,40015
1997,OR,Oregon,3243000,14412,95,1306,3811,9200,188916,33507
1997,PA,Pennsylvania,12020000,53140,705,3289,18788,30358,359323,68218
1997,RI,Rhode Island,987000,3292,25,363,707,2197,32777,7083
1997,SC,South Carolina,3760000,37235,314,1837,6624,28460,193402,46322
1997,SD,South Dakota,738000,1457,10,357,172,918,22491,4088
1997,TN,Tennessee,5368000,42389,511,3056,11487,27335,253484,62899
1997,TX,Texas,19439000,117126,1327,8011,30522,77266,948231,201059
1997,UT,Utah,2059000,6878,50,977,1408,4443,116569,18335
1997,VA,Virginia,6734000,23249,488,1819,8384,12558,237773,38475
1997,VT,Vermont,589000,705,9,156,79,461,15953,3611
1997,WA,Washington,5610000,24724,244,2885,6734,14864,307742,62064
1997,WI,Wisconsin,5170000,13988,205,1048,5214,7521,176145,29503
1997,WV,West Virginia,1816000,3971,75,355,782,2759,40868,10647
1997,WY,Wyoming,480000,1225,17,137,85,986,18843,2998
1998,AK,Alaska,614000,4015,41,421,532,3021,25316,4098
1998,AL,Alabama,4352000,22286,354,1443,5698,14791,177779,41965
1998,AR,Arkansas,2538000,12442,201,893,2442,8906,96271,23559
1998,AZ,Arizona,4669000,26984,376,1451,7715,17442,280001,56473
1998,CA,California,32667000,229883,2171,9782,68782,149148,1188791,269012
1998,CO,Colorado,3971000,15008,183,1883,3238,9704,163189,31231
1998,CT,Connecticut,3274000,11993,135,728,4379,6751,111978,21801
1998,DC,District of Columbia,523000,8988,260,190,3606,4932,37222,6361
1998,DE,Delaware,744000,5672,21,499,1445,3707,34230,6395
1998,FL,Florida,14916000,140016,967,7404,36198,95447,887107,203105
1998,GA,Georgia,7642000,43762,618,2322,14308,26514,373717,75720
1998,HI,Hawaii,1193000,2946,24,352,1225,1345,60677,11169
1998,IA,Iowa,2862000,8916,54,728,1456,6678,91272,19282
1998,ID,Idaho,1229000,3468,36,386,264,2782,42185,8518
1998,IL,Illinois,12045000,97291,1008,4095,29927,62261,487915,97792
1998,IN,Indiana,5899000,25423,454,1952,6561,16456,220529,46552
1998,KS,Kansas,2629000,10972,173,1128,2287,7384,117114,24984
1998,KY,Kentucky,3936000,12909,237,1107,3468,8097,109721,27998
1998,LA,Louisiana,4369000,34057,560,1609,8651,23237,232378,51210
1998,MA,Massachusetts,6147000,38192,124,1687,5938,30443,173011,37333
1998,MD,Maryland,5135000,40903,513,1714,15339,23337,234624,47393
1998,ME,Maine,1244000,1566,26,225,263,1052,36261,8295
1998,MI,Michigan,9817000,60947,721,4946,15293,39987,398773,82249
1998,MN,Minnesota,4725000,14656,121,2358,4371,7806,176541,32486
1998,MO,Missouri,5439000,30222,399,1463,8116,20244,232284,47455
1998,MS,Mississippi,2752000,11302,315,1026,3394,6567,109345,31498
1998,MT,Montana,880000,1797,18,235,232,1312,36564,4575
1998,NC,North Carolina,7546000,43723,612,2311,12133,28667,357892,99951
1998,ND,North Dakota,638000,570,7,212,65,286,16535,2274
1998,NE,Nebraska,1663000,7507,51,417,1290,5749,65752,10544
1998,NH,New Hampshire,1185000,1270,18,400,255,597,27405,3852
1998,NJ,New Jersey,8115000,35720,325,1623,15109,18663,260810,54459
1998,NM,New Mexico,1737000,16700,190,957,2839,12714,100011,24213
1998,NV,Nevada,1747000,11244,170,911,4453,5710,81006,19873
1998,NY,New York,18175000,115915,924,3843,49125,62023,536287,104821
1998,OH,Ohio,11209000,40628,443,4543,14960,20682,444438,90805
1998,OK,Oklahoma,3347000,18053,204,1513,3078,13258,149426,38268
1998,OR,Oregon,3282000,13778,126,1307,3452,8893,171545,30442
1998,PA,Pennsylvania,12001000,50470,633,3223,19787,26827,342318,63777
1998,RI,Rhode Island,988000,3084,24,351,659,2050,31672,6452
1998,SC,South Carolina,3836000,34647,306,1753,5943,26645,186960,44600
1998,SD,South Dakota,738000,1139,10,258,149,722,18227,3458
1998,TN,Tennessee,5431000,38832,460,2485,9667,26220,234588,58432
1998,TX,Texas,19760000,111566,1346,7913,28677,73630,898496,194883
1998,UT,Utah,2100000,6599,65,875,1385,4274,109025,17070
1998,VA,Virginia,6791000,22115,422,1810,7171,12712,226461,38094
1998,VT,Vermont,591000,628,13,163,56,396,17924,3966
1998,WA,Washington,5689000,24380,224,2740,6577,14839,309419,60446
1998,WI,Wisconsin,5224000,13009,190,1037,4474,7308,172084,29740
1998,WV,West Virginia,1811000,4503,78,339,676,3410,41627,11110
1998,WY,Wyoming,481000,1191,23,133,78,957,17124,2696
1999,AK,Alaska,619500,3908,52,517,566,2773,23099,3787
1999,AL,Alabama,4369862,21421,345,1513,5297,14266,171398,38648
1999,AR,Arkansas,2551373,10848,143,710,2024,7971,92283,21692
1999,AZ,Arizona,4778332,26334,384,1383,7288,17279,255401,49423
1999,CA,California,33145121,207879,2005,9363,60039,136472,1053285,223814
1999,CO,Colorado,4056133,13811,185,1679,3056,8891,151002,26979
1999,CT,Connecticut,3282031,11342,107,654,4054,6527,99894,19298
1999,DC,District of Columbia,519000,8448,241,248,3344,4615,33420,5067
1999,DE,Delaware,753538,5534,24,529,1492,3489,30922,5245
1999,FL,Florida,15111244,129044,859,6990,31969,89226,808674,181378
1999,GA,Georgia,7788240,41585,583,2319,12962,25721,359383,71429
1999,HI,Hawaii,1185497,2785,44,354,1044,1343,54539,9421
1999,IA,Iowa,2869413,8034,43,780,1051,6160,84463,17012
1999,ID,Idaho,1251700,3066,25,417,223,2401,36363,7641
1999,IL,Illinois,12128370,83621,939,4297,26365,52020,463939,86317
1999,IN,Indiana,5942901,22261,391,1607,6496,13767,201547,42463
1999,KS,Kansas,2654052,10159,160,1065,2047,6887,107644,21874
1999,KY,Kentucky,3960825,12212,203,1148,3104,7757,104768,25180
1999,LA,Louisiana,4372035,32033,468,1448,7591,22526,219219,47775
1999,MA,Massachusetts,6175169,34023,122,1663,5931,26307,167437,32964
1999,MD,Maryland,5171634,38447,465,1551,13636,22795,215973,43230
1999,ME,Maine,1253040,1404,25,239,243,897,34618,7532
1999,MI,Michigan,9863775,56709,695,4849,14103,37062,369887,76736
1999,MN,Minnesota,4775508,13085,134,2038,3917,6996,158717,27706
1999,MO,Missouri,5468338,27353,359,1439,7149,18406,223010,42476
1999,MS,Mississippi,2768619,9671,213,1156,3091,5211,108560,29109
1999,MT,Montana,882779,2090,22,293,239,1536,29103,3876
1999,NC,North Carolina,7650789,41474,552,2155,12087,26680,354497,98457
1999,ND,North Dakota,633666,424,10,142,56,216,14748,2337
1999,NE,Nebraska,1666028,7167,60,414,1264,5429,61277,10158
1999,NH,New Hampshire,1201134,1159,18,345,257,539,26247,3698
1999,NJ,New Jersey,8143412,33540,287,1409,14243,17601,243333,46998
1999,NM,New Mexico,1739844,14520,170,944,2579,10827,89220,21481
1999,NV,Nevada,1809253,10311,165,943,4209,4994,73874,17613
1999,NY,New York,18196601,107147,903,3563,43821,58860,489596,93217
1999,OH,Ohio,11256654,35616,397,4129,14405,16685,414264,87023
1999,OK,Oklahoma,3358044,17066,231,1375,2785,12675,140220,34472
1999,OR,Oregon,3316154,12432,88,1219,2858,8267,153434,26749
1999,PA,Pennsylvania,11994016,50431,592,3279,18670,27890,323021,56037
1999,RI,Rhode Island,990819,2840,36,391,788,1625,32657,6341
1999,SC,South Carolina,3885736,32920,258,1587,5760,25315,173987,39630
1999,SD,South Dakota,733133,1227,18,336,103,770,18159,3255
1999,TN,Tennessee,5483535,38111,391,2415,8598,26707,219302,51362
1999,TX,Texas,20044141,112306,1217,7614,29405,74070,896261,190362
1999,UT,Utah,2129836,5869,44,806,1158,3861,100130,14592
1999,VA,Virginia,6872912,21626,392,1720,6947,12567,210260,32411
1999,VT,Vermont,593740,676,17,136,65,458,16059,3537
1999,WA,Washington,5756361,21716,171,2711,5808,13026,280793,54652
1999,WI,Wisconsin,5250446,12908,179,1055,4449,7225,160154,25633
1999,WV,West Virginia,1806928,6336,79,337,661,5259,42825,10303
1999,WY,Wyoming,479602,1115,11,137,74,893,15468,2349
2000,AK,Alaska,626932,3554,27,497,490,2540,23087,3899
2000,AL,Alabama,4447100,21620,329,1482,5702,14107,180539,40331
2000,AR,Arkansas,2673400,11904,168,848,2001,8887,98115,21443
2000,AZ,Arizona,5130632,27281,359,1577,7504,17841,271811,51902
2000,CA,California,33871648,210531,2079,9785,60249,138418,1056183,222293
2000,CO,Colorado,4301261,14367,134,1774,3034,9425,156937,27133
2000,CT,Connecticut,3405565,11058,98,678,3832,6450,99033,17436
2000,DC,District of Columbia,572059,8626,239,251,3554,4582,33000,4745
2000,DE,Delaware,783600,5363,25,424,1394,3520,29727,5216
2000,FL,Florida,15982378,129777,903,7057,31809,90008,780377,172898
2000,GA,Georgia,8186453,41319,651,1968,13250,25450,347630,68488
2000,HI,Hawaii,1211537,2954,35,346,1123,1450,60033,10665
2000,IA,Iowa,2926324,7796,46,676,1071,6003,86834,16342
2000,ID,Idaho,1293953,3267,16,384,223,2644,37961,7330
2000,IL,Illinois,12419293,81196,898,3926,25641,50731,445278,81850
2000,IN,Indiana,6080485,21230,352,1759,6282,12837,206905,41108
2000,KS,Kansas,2688418,10470,169,1022,2048,7231,108057,21484
2000,KY,Kentucky,4041769,11903,193,1091,3256,7363,107723,25308
2000,LA,Louisiana,4468976,30440,560,1497,7532,20851,211904,46289
2000,MA,Massachusetts,6349097,30230,125,1696,5815,22594,161901,30600
2000,MD,Maryland,5296486,41663,430,1543,13560,26130,213422,39426
2000,ME,Maine,1274923,1397,15,320,247,815,32003,6775
2000,MI,Michigan,9938444,55159,669,5025,13712,35753,353297,69790
2000,MN,Minnesota,4919479,13813,151,2240,3713,7709,157798,26116
2000,MO,Missouri,5595211,27419,347,1351,7598,18123,225919,41685
2000,MS,Mississippi,2844658,10267,255,1019,2703,6290,103644,26918
2000,MT,Montana,902195,2807,20,308,203,2276,32198,3624
2000,NC,North Carolina,8049313,40051,560,2181,12595,24715,355921,97888
2000,ND,North Dakota,642200,523,4,169,56,294,14171,2093
2000,NE,Nebraska,1711263,5606,63,436,1147,3960,64479,10131
2000,NH,New Hampshire,1235786,2167,22,522,453,1170,27901,4992
2000,NJ,New Jersey,8414350,32298,289,1357,13553,17099,233637,43924
2000,NM,New Mexico,1819046,13786,135,922,2499,10230,86605,21339
2000,NV,Nevada,1998257,10474,129,860,4543,4942,74823,17526
2000,NY,New York,18976457,105111,952,3530,40539,60090,483078,87946
2000,OH,Ohio,11353140,37935,418,4271,15610,17636,420939,88636
2000,OK,Oklahoma,3450654,17177,182,1422,2615,12958,140125,31661
2000,OR,Oregon,3421399,12000,70,1286,2888,7756,153780,25618
2000,PA,Pennsylvania,12281054,51584,602,3247,18155,29580,316274,54080
2000,RI,Rhode Island,1048319,3121,45,412,922,1742,33323,6620
2000,SC,South Carolina,4012012,33225,291,1660,6220,25054,181290,40319
2000,SD,South Dakota,754844,1259,7,305,131,816,16252,2896
2000,TN,Tennessee,5689283,40233,410,2186,9465,28172,237985,56344
2000,TX,Texas,20851820,113653,1238,7856,30257,74302,919658,188975
2000,UT,Utah,2233169,5711,43,863,1242,3563,94247,14348
2000,VA,Virginia,7078515,19943,401,1616,6295,11631,194405,30434
2000,VT,Vermont,608827,691,9,140,117,425,17494,3501
2000,WA,Washington,5894121,21788,196,2737,5812,13043,279144,53476
2000,WI,Wisconsin,5363675,12700,169,1165,4537,6829,159424,25183
2000,WV,West Virginia,1808344,5723,46,331,749,4597,41344,9890
2000,WY,Wyoming,493782,1316,12,160,70,1074,14969,2078
2001,AK,Alaska,633630,3735,39,501,514,2681,23160,3847
2001,AL,Alabama,4468912,19582,379,1369,5584,12250,173253,40642
2001,AR,Arkansas,2694698,12190,148,892,2181,8969,99106,22196
2001,AZ,Arizona,5306966,28675,400,1518,8868,17889,293874,54821
2001,CA,California,34600463,212867,2206,9960,64614,136087,1134189,232273
2001,CO,Colorado,4430989,15492,158,1930,3555,9849,170887,28533
2001,CT,Connecticut,3434602,11492,105,639,4183,6565,95299,17159
2001,DC,District of Columbia,573822,9195,231,181,3780,5003,35232,4949
2001,DE,Delaware,796599,4868,23,420,1156,3269,27399,5144
2001,FL,Florida,16373330,130713,874,6641,32867,90331,782517,176052
2001,GA,Georgia,8405677,41671,598,2180,14402,24491,347872,71799
2001,HI,Hawaii,1227024,3117,32,409,1142,1534,62830,11162
2001,IA,Iowa,2931967,7865,50,649,1154,6012,88634,16885
2001,ID,Idaho,1320585,3211,30,425,245,2511,38181,7507
2001,IL,Illinois,12520227,79270,982,4010,24931,49347,434648,79158
2001,IN,Indiana,6126743,22734,413,1716,7171,13434,211548,42758
2001,KS,Kansas,2702125,10909,92,945,2423,7449,105537,20514
2001,KY,Kentucky,4068816,10510,181,1051,3269,6009,107356,26964
2001,LA,Louisiana,4470368,30678,501,1403,7864,20910,207693,46451
2001,MA,Massachusetts,6401164,30585,143,1856,6476,22110,167079,32430
2001,MD,Maryland,5386079,42088,446,1449,13525,26668,219512,41553
2001,ME,Maine,1284470,1435,19,326,264,826,33154,6898
2001,MI,Michigan,10006266,55424,672,5264,12937,36551,352353,72038
2001,MN,Minnesota,4984535,13145,119,2236,3758,7032,165046,25496
2001,MO,Missouri,5637309,30472,372,1383,7771,20946,238411,42977
2001,MS,Mississippi,2859733,10006,282,1147,3294,5283,109609,29821
2001,MT,Montana,905382,3187,34,188,230,2735,30175,3670
2001,NC,North Carolina,8206105,40465,505,2083,13304,24573,363777,101889
2001,ND,North Dakota,636550,505,7,164,60,274,14834,2165
2001,NE,Nebraska,1720039,5214,43,431,1128,3612,68963,9760
2001,NH,New Hampshire,1259359,2144,17,458,445,1224,27089,4889
2001,NJ,New Jersey,8511116,33094,336,1278,14110,17370,240551,46812
2001,NM,New Mexico,1830935,14288,99,850,2695,10644,83095,19552
2001,NV,Nevada,2097722,12359,180,883,4932,6364,77486,17711
2001,NY,New York,19084350,98022,960,3546,36555,56961,458003,80400
2001,OH,Ohio,11389785,40023,452,4466,17199,17906,435115,96910
2001,OK,Oklahoma,3469577,17726,185,1486,2746,13309,141679,34573
2001,OR,Oregon,3473441,10650,84,1174,2749,6643,164524,26648
2001,PA,Pennsylvania,12303104,50432,651,3467,17500,28814,313408,54345
2001,RI,Rhode Island,1059659,3278,39,416,986,1837,35742,6824
2001,SC,South Carolina,4062125,33114,330,1769,5987,25028,186054,42611
2001,SD,South Dakota,758324,1171,7,351,103,710,16473,3087
2001,TN,Tennessee,5749398,42776,423,2196,10219,29938,252992,59705
2001,TX,Texas,21370983,122155,1332,8169,35348,77306,976654,204362
2001,UT,Utah,2278712,5314,67,896,1197,3154,90993,13804
2001,VA,Virginia,7196750,20939,364,1770,6860,11945,207506,31604
2001,VT,Vermont,612978,644,7,107,107,423,16334,3150
2001,WA,Washington,5993390,21258,179,2600,5934,12545,287234,53024
2001,WI,Wisconsin,5405947,12486,192,1142,4444,6708,166924,26927
2001,WV,West Virginia,1800975,5035,40,320,707,3968,41085,9601
2001,WY,Wyoming,493754,1272,9,153,84,1026,16120,2481
2002,AK,Alaska,641482,3627,33,511,489,2594,24118,3908
2002,AL,Alabama,4478896,19931,303,1664,5962,12002,180400,42578
2002,AR,Arkansas,2706268,11501,142,754,2524,8081,101171,23229
2002,AZ,Arizona,5441125,30171,387,1608,8000,20176,318296,59087
2002,CA,California,35001986,208388,2395,10198,64968,130827,1176484,238428
2002,CO,Colorado,4501051,15882,179,2066,3579,10058,180054,31678
2002,CT,Connecticut,3458587,10807,84,740,4069,5914,93426,17111
2002,DC,District of Columbia,569157,9322,264,262,3834,4962,36477,5170
2002,DE,Delaware,805945,4836,26,358,1154,3298,26967,5355
2002,FL,Florida,16691701,128721,911,6753,32581,88476,777236,177242
2002,GA,Georgia,8544005,39271,606,2108,13432,23125,346559,73932
2002,HI,Hawaii,1240663,3262,24,372,1210,1656,71976,12722
2002,IA,Iowa,2935840,8388,44,797,1169,6378,92877,18643
2002,ID,Idaho,1343124,3419,36,497,240,2646,39128,7441
2002,IL,Illinois,12586447,75759,961,4370,25314,45114,430479,81440
2002,IN,Indiana,6156913,22001,362,1843,6612,13184,208965,42605
2002,KS,Kansas,2711769,10229,78,1035,2165,6951,100768,19679
2002,KY,Kentucky,4089822,11101,191,1087,3131,6692,108590,26891
2002,LA,Louisiana,4476192,29690,593,1529,7123,20445,198838,45350
2002,MA,Massachusetts,6421800,31137,173,1777,7169,22018,167753,33243
2002,MD,Maryland,5450525,42015,513,1370,13417,26715,217105,39765
2002,ME,Maine,1294894,1396,14,377,270,735,32985,6965
2002,MI,Michigan,10043221,54306,678,5364,11847,36417,335060,70970
2002,MN,Minnesota,5024791,13428,112,2273,3937,7106,164026,28034
2002,MO,Missouri,5669544,30557,331,1465,7024,21737,230520,42721
