Year,State_Abbreviation,State,Population,Violent_Crime,Homicide,Rape,Robbery,Aggravated_Assault,Property_Crime,Burglary
2018,IA,Iowa,3148618,8303,70,1126,989,6118,57024,12433
2018,ID,Idaho,1750536,4196,34,927,195,3040,25822,4990
2018,IL,Illinois,12723071,52343,902,6106,14251,31084,246679,39317
2018,IN,Indiana,6695497,25009,418,2486,5737,16368,146948,25894
2018,KS,Kansas,2911359,12861,122,1664,1420,9655,77449,12792
2018,KY,Kentucky,4461153,9719,250,1875,2469,5125,89235,17462
2018,LA,Louisiana,4659690,25314,533,2105,4600,18076,152996,31291
2018,MA,Massachusetts,6882635,23424,138,2465,4084,16737,87658,14095
2018,MD,Maryland,6035802,28330,491,1991,9716,16132,122945,18910
2018,ME,Maine,1339057,1500,23,447,228,802,18201,2712
2018,MI,Michigan,9984072,45176,555,7901,5638,31082,166186,31834
2018,MN,Minnesota,5606249,12403,107,2475,2946,6875,112186,16206
2018,MO,Missouri,6121623,30696,599,2935,5206,21956,162698,27345
2018,MS,Mississippi,2981020,7929,214,596,1700,5419,71701,20355
2018,MT,Montana,1060665,4040,37,569,270,3164,26787,3329
2018,NC,North Carolina,10381615,36980,574,2633,7573,26200,243323,57450
2018,ND,North Dakota,758080,2154,18,409,158,1569,15621,2742
2018,NE,Nebraska,1925614,5583,44,1290,736,3513,40193,5308
2018,NH,New Hampshire,1353465,2404,21,578,342,1463,17201,1908
2018,NJ,New Jersey,8886025,18536,285,1424,6364,10463,125155,19232
2018,NM,New Mexico,2092741,17637,153,1302,2646,13536,70722,16102
2018,NV,Nevada,3027341,16715,202,2329,3862,10322,73998,17741
2018,NY,New York,19530351,68512,562,6577,18191,43182,281543,31158
2018,OH,Ohio,11676341,34426,596,5852,9608,18370,257848,49456
2018,OK,Oklahoma,3940235,18701,215,2431,2805,13250,114395,27178
2018,OR,Oregon,4181886,12146,86,2114,2515,7431,122401,16515
2018,PA,Pennsylvania,12800922,39099,784,4490,9854,23971,190633,27054
2018,RI,Rhode Island,1058287,2326,16,494,453,1363,17625,2817
2018,SC,South Carolina,5084156,25463,411,2650,3592,18810,156330,29957
2018,SD,South Dakota,878698,3483,12,617,222,2632,15191,2502
2018,TN,Tennessee,6771631,42687,508,3011,7222,31946,192897,33538
2018,TX,Texas,28628666,118197,1327,15098,28339,73433,681143,117897
2018,UT,Utah,3153550,7551,63,1854,1237,4397,76294,10079
2018,VA,Virginia,8501286,17357,417,3072,3610,10258,142931,15659
2018,VT,Vermont,624358,1155,11,326,73,745,8211,1496
2018,WA,Washington,7523869,23719,236,3610,5557,14316,223256,40434
2018,WI,Wisconsin,5807406,17365,175,2333,3493,11364,91238,14180
2018,WV,West Virginia,1804291,5411,76,716,333,4286,27888,5916
2018,WY,Wyoming,577601,1235,14,261,75,885,10308,1551
2019,AK,Alaska,733603,6346,69,1102,826,4349,21293,3558
2019,AL,Alabama,4907965,24769,390,2119,3922,18338,128726,24805
2019,AR,Arkansas,3020985,17547,237,2420,1576,13314,86029,17706
2019,AZ,Arizona,7291843,32603,397,3650,6305,22251,177628,29170
2019,CA,California,39437610,174341,1690,14801,52306,105544,921177,152551
2019,CO,Colorado,5758486,22149,229,4087,3716,14117,150564,20266
2019,CT,Connecticut,3566022,6583,107,797,1942,3737,51076,6468
2019,DC,District of Columbia,708253,7403,166,345,2714,4178,30819,1843
2019,DE,Delaware,976668,4128,47,329,789,2963,21932,2984
2019,FL,Florida,21492056,81291,1122,8463,16234,55472,460966,63338
2019,GA,Georgia,10628020,34666,605,3005,7488,23568,294817,37476
2019,HI,Hawaii,1415615,3745,37,625,1079,2004,40617,5534
2019,IA,Iowa,3159596,9086,70,1365,919,6732,58446,12406
2019,ID,Idaho,1789060,4162,28,918,161,3055,22244,4045
2019,IL,Illinois,12667017,52601,851,6161,12660,32929,235033,34789
2019,IN,Indiana,6731010,25006,373,2553,5335,16745,131097,21586
2019,KS,Kansas,2912635,11811,95,1500,1157,9059,66306,9996
2019,KY,Kentucky,4472345,9872,229,1673,2162,5808,85387,15567
2019,LA,Louisiana,4658285,26072,547,2282,4129,19114,148429,27440
2019,MA,Massachusetts,6894883,22662,153,2244,3625,16640,81399,12323
2019,MD,Maryland,6054954,27511,545,1944,9215,15807,118091,16872
2019,ME,Maine,1345770,1562,22,520,192,828,16791,2360
2019,MI,Michigan,9984795,43793,576,7356,5352,30509,158317,28574
2019,MN,Minnesota,5640053,13395,127,2499,3155,7614,117971,16026
2019,MO,Missouri,6140475,30680,576,3019,4995,22090,163223,26617
2019,MS,Mississippi,2978227,7779,298,924,1620,4937,69727,18341
2019,MT,Montana,1070123,4472,32,679,209,3552,23929,2968
2019,NC,North Carolina,10501384,39773,653,3364,7700,28056,251135,54033
2019,ND,North Dakota,763724,2302,25,464,184,1629,15270,2646
2019,NE,Nebraska,1932571,5887,45,1284,795,3763,39553,4763
2019,NH,New Hampshire,1360783,2152,33,606,327,1186,16552,1783
2019,NJ,New Jersey,8891258,18382,263,1537,5730,10852,118637,16399
2019,NM,New Mexico,2099634,17302,185,1355,2477,13285,66744,14640
2019,NV,Nevada,3090771,15334,144,2155,3289,9746,72028,15630
2019,NY,New York,19463131,70260,565,6642,18165,44888,269787,28065
2019,OH,Ohio,11696507,34618,584,5850,8861,19323,240540,44232
2019,OK,Oklahoma,3960676,17279,275,2363,2383,12258,113504,26820
2019,OR,Oregon,4216116,12382,117,1886,2329,8050,117567,15127
2019,PA,Pennsylvania,12798883,39160,676,4345,9749,24390,179670,23324
2019,RI,Rhode Island,1058158,2357,26,498,421,1412,16312,2321
2019,SC,South Carolina,5157702,26307,455,2528,3325,19999,151970,27439
2019,SD,South Dakota,887127,3523,16,647,190,2670,15686,2662
2019,TN,Tennessee,6830325,40908,515,2943,6164,31286,181801,29969
2019,TX,Texas,28986794,122263,1432,15303,29126,76402,697305,114494
2019,UT,Utah,3203383,7588,77,1865,1130,4516,69469,8658
2019,VA,Virginia,8556642,17916,447,2915,3520,11034,140944,13972
2019,VT,Vermont,624046,1293,11,298,71,913,8968,1286
2019,WA,Washington,7614024,23095,205,3497,5356,14037,207539,34976
2019,WI,Wisconsin,5824581,17305,189,2358,2994,11764,85796,12572
2019,WV,West Virginia,1795263,5725,100,818,347,4460,27327,5282
2019,WY,Wyoming,580116,1247,13,323,67,844,9097,1394
2020,AK,Alaska,731158,6126,49,1132,712,4233,16528,2775
2020,AL,Alabama,4921532,22322,471,1608,2666,17577,105161,19660
2020,AR,Arkansas,3030522,20363,321,2226,1577,16239,79200,15854
2020,AZ,Arizona,7421401,35980,513,3263,6211,25993,165323,24488
2020,CA,California,39368078,174026,2203,13449,44728,113646,842054,145529
2020,CO,Colorado,5807719,24570,294,3652,3964,16660,164582,23246
2020,CT,Connecticut,3557006,6459,140,594,2033,3692,55670,6656
2020,DC,District of Columbia,712816,7127,201,311,2373,4242,24899,1964
2020,DE,Delaware,986809,4262,73,261,700,3228,19355,2508
2020,FL,Florida,21733312,83368,1290,7686,13521,60871,384556,52293
2020,GA,Georgia,10710017,42850,943,3420,7016,31471,214988,31139
2020,HI,Hawaii,1407006,3576,41,569,867,2099,33928,4630
2020,IA,Iowa,3163561,9601,111,1289,943,7258,53725,11739
2020,ID,Idaho,1826913,4432,41,832,174,3385,20313,3731
2020,IL,Illinois,12587530,53612,1151,5090,12261,35110,196287,31020
2020,IN,Indiana,6754953,24161,505,2348,4215,17093,120453,18938
2020,KS,Kansas,2913805,12385,100,1263,928,10094,64077,9655
2020,KY,Kentucky,4477251,11600,323,1371,2369,7537,79673,15407
2020,LA,Louisiana,4645318,29704,734,2136,3747,23087,133989,23698
2020,MA,Massachusetts,6893574,21288,160,1851,3015,16262,72602,10323
2020,MD,Maryland,6055802,24215,553,1732,7174,14756,97487,15261
2020,ME,Maine,1350141,1466,22,486,170,788,15610,2009
2020,MI,Michigan,9966555,47641,754,6065,4438,36384,135633,23231
2020,MN,Minnesota,5657342,15698,190,2211,3877,9420,120212,17370
2020,MO,Missouri,6151548,33385,723,2661,4575,25426,155698,23300
2020,MS,Mississippi,2966786,8638,315,1148,1419,5756,62351,14488
2020,MT,Montana,1080577,5077,54,598,279,4146,22917,2919
2020,NC,North Carolina,10600823,44451,852,2922,7340,33337,236026,49952
2020,ND,North Dakota,765309,2518,32,396,151,1939,16256,3196
2020,NE,Nebraska,1937552,6473,69,1163,799,4442,36991,4455
2020,NH,New Hampshire,1366275,2000,12,542,280,1166,15014,1412
2020,NJ,New Jersey,8882371,17353,329,1277,4384,11363,102875,12983
2020,NM,New Mexico,2106319,16393,164,1170,2086,12973,59859,13665
2020,NV,Nevada,3138259,14445,180,1851,2785,9629,60462,11574
2020,NY,New York,19336776,70339,808,5468,17525,46538,272788,32003
2020,OH,Ohio,11693217,36104,820,5052,7826,22406,216363,37279
2020,OK,Oklahoma,3980783,18255,296,2102,2351,13506,107705,24415
2020,OR,Oregon,4241507,12380,125,1565,2180,8510,112782,14386
2020,PA,Pennsylvania,12783254,49793,1009,4228,10728,33828,210167,31774
2020,RI,Rhode Island,1057125,2440,32,407,336,1665,13166,1763
2020,SC,South Carolina,5218040,27691,549,2086,3122,21934,141987,23377
2020,SD,South Dakota,892717,4476,40,599,274,3563,17468,3036
2020,TN,Tennessee,6886834,46328,663,2678,5575,37412,171675,26479
2020,TX,Texas,29360759,131084,1931,13509,26834,88810,659160,108851
2020,UT,Utah,3249879,8471,102,1809,1362,5198,80091,9444
2020,VA,Virginia,8590563,17925,524,2279,2947,12175,125114,11465
2020,VT,Vermont,623347,1081,14,213,64,790,7586,961
2020,WA,Washington,7693612,22596,301,2677,5183,14435,210223,40167
2020,WI,Wisconsin,5832655,18861,308,2020,3081,13452,86654,12744
2020,WV,West Virginia,1784787,6352,117,832,369,5034,24976,4877
2020,WY,Wyoming,582328,1364,18,333,66,947,9379,1225
2021,AK,Alaska,734182,5573,45,1168,540,3820,13456,2312
2021,AL,Alabama,5049846,17590,476,1369,1570,14175,74271,13584
2021,AR,Arkansas,3028122,21271,334,2461,1282,17194,76580,14662
2021,AZ,Arizona,7264877,30922,485,3319,5269,21849,153641,20717
2021,CA,California,39142991,188343,2346,14639,44649,126709,847567,134873
2021,CO,Colorado,5811297,27916,360,4286,4328,18942,182850,24429
2021,CT,Connecticut,3623355,6109,155,805,1968,3181,55018,5297
2021,DC,District of Columbia,668791,6362,274,307,2618,3163,27669,1831
2021,DE,Delaware,1004807,4212,97,323,565,3227,18904,2394
2021,FL,Florida,21828069,73632,937,6771,8432,57492,331252,32959
2021,GA,Georgia,10788029,37741,851,3595,4577,28718,172761,21980
2021,HI,Hawaii,1447154,3965,23,676,888,2378,36660,4808
2021,IA,Iowa,3197689,9434,73,1552,692,7117,48232,8515
2021,ID,Idaho,1904314,4585,43,1091,158,3293,18371,3090
2021,IL,Illinois,12686469,43739,1150,6641,10860,25088,176763,24989
2021,IN,Indiana,6813532,22661,490,2444,3189,16538,105814,14441
2021,KS,Kansas,2937922,13071,142,1484,979,10466,66020,9770
2021,KY,Kentucky,4506589,12121,374,1716,2227,7804,73175,13063
2021,LA,Louisiana,4627098,30666,907,1881,2778,25100,117013,22887
2021,MA,Massachusetts,6989690,21043,134,2056,2616,16237,69918,9596
2021,MD,Maryland,6174610,26866,680,2196,7425,16565,93975,13022
2021,ME,Maine,1377238,1555,20,522,161,852,15621,1739
2021,MI,Michigan,10037504,49295,761,6787,4039,37708,137199,20654
2021,MN,Minnesota,5711471,17643,203,2602,3999,10839,116831,14735
2021,MO,Missouri,6169823,32348,630,3466,3782,24470,144792,19255
2021,MS,Mississippi,2949586,7532,274,1202,820,5236,54873,11851
2021,MT,Montana,1106227,5197,36,720,289,4152,22449,2736
2021,NC,North Carolina,10565885,44328,995,3295,5970,34068,220527,42437
2021,ND,North Dakota,777934,2150,14,436,205,1495,16685,3104
2021,NE,Nebraska,1963554,5831,57,1204,623,3947,35709,3956
2021,NH,New Hampshire,1387505,1800,13,700,192,895,14396,1023
2021,NJ,New Jersey,9267961,17003,381,1517,4049,11056,102821,11529
2021,NM,New Mexico,2116677,17374,273,1408,2513,13180,58682,12853
2021,NV,Nevada,3146402,13592,239,1924,2364,9065,70236,12783
2021,NY,New York,19857492,61227,871,4920,18000,37436,208058,29702
2021,OH,Ohio,11764342,37341,883,5649,6977,23832,202361,32044
2021,OK,Oklahoma,3991225,17483,304,2519,1795,12865,104908,23937
2021,OR,Oregon,4256301,14526,204,1875,2579,9868,114532,14395
2021,PA,Pennsylvania,13012059,36664,1087,4309,8207,23061,162165,18494
2021,RI,Rhode Island,1096985,2199,37,461,277,1424,13474,1507
2021,SC,South Carolina,5193266,26685,590,2307,2580,21208,129509,20125
2021,SD,South Dakota,896164,3511,27,591,176,2717,15038,2417
2021,TN,Tennessee,6968351,46813,709,3017,4940,38147,157193,23622
2021,TX,Texas,29558864,133909,2087,16281,22606,92935,642003,98387
2021,UT,Utah,3339113,8653,94,2177,1103,5279,70096,7988
2021,VA,Virginia,8657365,19526,573,2851,2920,13182,125478,10508
2021,VT,Vermont,646972,1255,9,283,69,894,8953,1176
2021,WA,Washington,7740745,25987,331,3105,5733,16818,234972,41322
2021,WI,Wisconsin,5880101,19134,332,2643,2692,13467,90409,10467
2021,WV,West Virginia,1785526,5205,108,945,210,3942,24225,3839
2021,WY,Wyoming,579483,1297,18,406,70,803,9769,1565
2022,AL,     Alabama,5074296,22232,588,1661,1886,18097,93113,14886
2022,AK,     Alaska,733583,5627,70,1015,555,3987,13311,2010
2022,AZ,     Arizona,7359197,32835,517,3477,5197,23644,151613,19804
2022,AR,     Arkansas,3045637,19895,313,2425,1212,15945,75176,14226
2022,CA,     California,39029342,196537,2248,14997,48484,130808,921693,146244
2022,CO,     Colorado,5839926,29221,372,3822,4347,20680,185350,23289
2022,CT,     Connecticut,3626205,5569,136,709,1655,3069,54671,4769
2022,DE,     Delaware,1018396,3996,49,265,585,3097,20201,2086
2022,DC,     District of Columbia,671803,5478,204,297,2404,2573,24023,1355
2022,FL,     Florida,22244823,65158,1195,7566,8433,47964,357443,40171
2022,GA,     Georgia,10912876,40513,913,4146,4832,30622,186463,23972
2022,HI,     Hawaii,1440196,3978,29,649,999,2301,35742,3844
2022,ID,     Idaho,1939033,4823,53,1019,161,3590,18250,3133
2022,IL,     Illinois,12582032,36555,997,6175,10709,18674,212960,26463
2022,IN,     Indiana,6833037,21273,467,2315,2960,15531,103912,15165
2022,IA,     Iowa,3200517,9305,60,1473,735,7037,44864,7175
2022,KS,     Kansas,2937150,13125,140,1508,920,10557,62322,8589
2022,KY,     Kentucky,4512310,9924,328,1678,1772,6146,67055,11244
2022,LA,     Louisiana,4590241,29364,758,2301,3108,23197,126655,22921
2022,ME,     Maine,1385340,1462,30,455,140,837,16922,1615
2022,MD,     Maryland,6164660,26171,604,2088,7314,16165,105629,12314
2022,MA,     Massachusetts,6981974,22636,150,2073,2641,17772,75041,9991
2022,MI,     Michigan,10034113,46489,697,6615,3683,35494,155469,21790
2022,MN,     Minnesota,5717184,16195,183,2426,3270,10316,113019,12312
2022,MS,     Mississippi,2940057,7172,223,997,752,5200,51147,10186
2022,MO,     Missouri,6177957,30541,631,3222,3413,23275,146445,18566
2022,MT,     Montana,1122867,4816,52,652,269,3843,21841,2281
2022,NE,     Nebraska,1967923,5602,61,1125,575,3841,37263,3598
2022,NV,     Nevada,3177772,14597,227,1924,2785,9661,76224,13971
2022,NH,     New Hampshire,1395231,1794,27,580,225,962,14410,1054
2022,NJ,     New Jersey,9261699,20185,316,1647,4742,13480,133241,14136
2022,NM,     New Mexico,2113344,16416,259,1176,2331,12650,62897,12740
2022,NY,     New York,19677151,84499,802,5865,21932,55900,338321,31809
2022,NC,     North Carolina,10698973,43361,871,3345,5850,33295,221436,39702
2022,NC,     North Dakota,779261,2226,29,464,215,1518,15646,2806
2022,OH,     Ohio,11756058,35038,737,6001,6307,21993,212398,30510
2022,OK,     Oklahoma,4019800,17166,280,2492,1660,12734,94513,19684
2022,OR,     Oregon,4240137,14815,201,1857,2926,9831,125097,15688
2022,PA,     Pennsylvania,12972008,37258,1055,4046,8988,23169,195015,19679
2022,RI,     Rhode Island,1093734,1897,18,424,269,1186,14074,1405
2022,SC,     South Carolina,5282634,26361,559,2114,2149,21539,123172,18814
2022,SD,     South Dakota,909824,3448,40,509,230,2669,15809,2391
2022,TN,     Tennessee,7051339,44944,647,2878,4860,36559,164387,22819
2022,TX,     Texas,30029572,131000,2075,15818,21210,91897,693451,100892
2022,UT,     Utah,3380800,8244,75,2093,995,5081,64370,6903
2022,VT,     Vermont,647064,1446,22,267,92,1065,10989,1012
2022,VA,     Virginia,8683619,20624,641,2791,3360,13832,148845,10944
2022,WA,     Washington,7785786,29504,400,3208,6766,19130,262437,43987
2022,WV,     West Virginia,1775156,5213,95,909,210,3999,23663,3561
2022,WI,     Wisconsin,5892539,17889,322,2452,2350,12765,80703,9137
2022,WY,     Wyoming,581381,1188,15,373,48,752,9590,1257
